authors,year,title,doi,pedro_score,manuscript_language,study_country,continent,subregion,economy,english_offical_lang,nonofficiallang_excluded,eng_study,samplesize_report,samplesize_total,sex_report,gender_report,g_gendersex_report,sexgender_femalewoman,sexgender_maleman,age_report_plus,age_mean,height_report,height_mean,weight_report,weight_mean,bmi_report,bmi_mean,comorbidities_report,comorbidities_howmany,comorbidities_mean,p_geog_report,p_geog_categories,p_geog_desc,p_geog_prop,r_ethnicityrace_report,r_ethnicityrace_lumped,r_ethnicityrace_class,r_ethnicityrace_categories,r_ethnicityrace_desc,r_ethnicityrace_prop,r_prilangspoken_report,r_cob_report,r_cob_categories,r_cob_desc,r_cob_prop,o_employment_report,o_employment_categories,o_employment_desc,o_employment_prop,r_religion_report,e_edu_report,e_edu_categories,e_edu_desc,e_edu_prop,e_edu_mean,se_income_report,se_income_categories,se_income_desc,se_income_prop,sc_report,sc_marital_categories,sc_marital_desc,sc_marital_prop,sc_livingarrangement_categories,sc_livingarrangement_desc,sc_livingarrangement_prop,plus_characteristics,plus_which,painvas_report,painvas100_mean,womac_report,womac_painmean,womac_stiffmean,womac_funcmean,womac_totalonly,koos_report,koos_painmean,koos_sympmean,koos_adlmean,koos_sportmean,koos_qolmean,sexgender_report
J. Singh; P. Singh; M. S. Sohal,2011,Effect of exercise rehabilitation programme on clinical health status of osteoarthritis knee patients,Effectiveness-of-coccygeal-manipulation-in-coccydynia-A-randomized-control-trial.pdf (researchgate.net),4,english,india,asia,south asia,lower-middle income,yes,unknown,unknown,yes,200,yes,no,yes,138,62,yes,54.1,yes,161.5,yes,71.49,yes,27.435,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,67.4,unclear,,,,,no,NA,,,NA,NA,yes
T. J. Somers; J. A. Blumenthal; F. Guilak; V. B. Kraus; D. O. Schmitt; M. A. Babyak; L. W. Craighead; D. S. Caldwell; J. R. Rice; D. C. McKee; R. A. Shelby; L. C. Campbell; J. J. Pells; E. L. Sims; R. Queen; J. W. Carson; M. Connelly; K. E. Dixon; L. J. LaCaille; J. L. Huebner; J. W. Rejeski; F. J. Keefe,2012,Pain coping skills training and lifestyle behavioral weight management in patients with knee osteoarthritis: a randomized controlled study,10.1016/j.pain.2012.02.023,7,english,united states of america,americas,north america,high income,yes,unknown,unknown,yes,232,no,yes,no,184,48,yes,57.95,no,NA,yes,93.493,yes,34.025,no,NA,NA,no,NA,,,yes,no,race,4,white or black or americannative or other,62v35v1v2,no,no,NA,,,no,NA,,,no,yes,5,lessthanhigh or highschoolgrad or somecollege or collegegrad or atleastsomegradschool,2v12v25v32v29,NA,no,,,,no,NA,,,NA,,,no,,no,NA,yes,8.838,4.41,31.34,nr,no,NA,,,NA,NA,yes
A. S. Sorour; A. S. Ayoub; E. M. Abd El Aziz,2014,"Effectiveness of acupressure versus isometric exercise on pain, stiffness, and physical function in knee osteoarthritis female patients",,5,english,egypt,africa,north africa,lower-middle income,no,unknown,unknown,yes,90,no,no,unknown,90,0,yes,NA,no,NA,no,NA,yes,NA,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,yes,2,working or notworking,68v32,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,yes,14.533,6.133,47.373,nr,no,NA,,,NA,NA,yes
M. Srinivas; V. Srikanth Babu; K. Raviendra; P. Jalaja,2012,A Comparative study of proprioceptive exercises versus conventional training program on osteoarthritis of knee,,3,english,malaysia,asia,south-east asia,upper-middle income,no,unknown,unknown,yes,50,no,no,unknown,NA,NA,yes,55,no,NA,no,NA,no,NA,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,66.5,unclear,,,,,no,NA,,,NA,NA,no
T. Sullivan; J. P. Allegrante; M. G. Peterson; P. A. Kovar; C. R. MacKenzie,1998,One-year followup of patients with osteoarthritis of the knee who participated in a program of supervised fitness walking and supportive patient education,10.1002/art.1790110403,5,english,canada,americas,north america,high income,yes,unknown,unknown,yes,102,no,yes,yes,85,17,yes,69.448,no,NA,no,NA,no,NA,no,NA,NA,no,NA,,,yes,no,race,3,angloamerican or africanamerican or hispaniclatino ,89v8v3,no,no,NA,,,no,NA,,,no,yes,4,collegegrad or lessthan4yearscollege or highschoolgrad or less11yearshighschool,41v25v23v11,NA,no,,,,yes,2,married or notmarried,23v77,NA,,,no,,no,NA,no,,,,,no,NA,,,NA,NA,yes
A. M. Swank; B. K. Joseph; B. Wendy; P. M. Quesada; J. Nyland; M. Arthur; R. V. Topp,2011,Prehabilitation before total knee arthroplasty increases strength and function in older adults with severe osteoarthritis,10.1519/JSC.0b013e318202e431,5,english,united states of america,americas,north america,high income,yes,unknown,unknown,yes,71,no,yes,yes,46,25,yes,63,no,NA,yes,97.125,yes,32,no,NA,NA,no,NA,,,yes,no,race,2,white or minority,82v18,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,no,,,,,no,NA,,,NA,NA,yes
M. Taglietti; L. M. Facci; C. S. Trelha; F. C. de Melo; D. W. da Silva; G. Sawczuk; T. M. Ruivo; T. B. de Souza; C. Sforza; J. R. Cardoso,2018,Effectiveness of aquatic exercises compared to patient-education on health status in individuals with knee osteoarthritis: a randomized controlled trial,10.1177/0269215517754240,7,english,brazil,americas,south america,upper-middle income,no,unknown,unknown,yes,60,no,yes,no,41,19,yes,68.3,no,NA,no,NA,yes,29.78,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,43.41,yes,7.261666667,nr,nr,36.2133,no,NA,,,NA,NA,yes
J. Takacs; N. M. Krowchuk; S. J. Garland; M. G. Carpenter; M. A. Hunt,2017,Dynamic Balance Training Improves Physical Function in Individuals With Knee Osteoarthritis: A Pilot Randomized Controlled Trial,10.1016/j.apmr.2017.01.029,7,english,canada,americas,north america,high income,yes,unknown,unknown,yes,40,yes,no,yes,32,8,yes,66.6,no,NA,no,NA,yes,28.7,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,49,yes,nr,nr,30,41.6,no,NA,,,NA,NA,yes
L. A. Talbot; J. M. Gaines; T. N. Huynh; E. Jeffrey Metter,2003,A home-based pedometer-driven walking program to increase physical activity in older adults with osteoarthritis of the knee: A preliminary study,10.1046/j.1532-5415.2003.51113.x,5,english,united states of america,americas,north america,high income,yes,yes,unknown,yes,34,yes,no,yes,26,8,yes,70.175,no,NA,no,NA,yes,31.82,no,NA,NA,no,NA,,,yes,no,race,2,caucasian or notcaucasian,88v12,no,no,NA,,,no,NA,,,no,yes,2,collegegrad or notcollegegrad,39v61,NA,yes,2,lessthan30000 or notlessthan30000,65v35,yes,3,married or widowed or singledivorced,47v41v12,NA,,,no,,no,NA,no,,,,,no,NA,,,NA,NA,yes
C. A. Thorstensson; E. M. Roos; I. F. Petersson; C. Ekdahl,2005,Six-week high-intensity exercise program for middle-aged patients with knee osteoarthritis: a randomized controlled trial [ISRCTN20244858],10.1186/1471-2474-6-27,6,english,sweden,europe ,north europe,high income,no,unknown,unknown,yes,61,no,yes,yes,31,30,yes,56,no,NA,no,NA,yes,29.5,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,no,,,,,yes,62.032,64.524,70.016,35.524,43.049,yes
"R. Topp; S. Woolley; J. Hornyak, 3rd; S. Khuder; B. Kahaleh",2002,The effect of dynamic versus isometric resistance training on pain and functioning among adults with osteoarthritis of the knee,10.1053/apmr.2002.33988,5,english,united states of america,americas,north america,high income,yes,unknown,unknown,yes,102,no,yes,no,74,28,yes,63.34,no,NA,yes,89.22,no,NA,yes,NA,2.28,no,NA,,,yes,no,race,2,white or black,88v12,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,yes,11.63,5.29,39.39,,no,NA,,,NA,NA,yes
B. Tripathi; H. Deepali,2017,Effects of kinesiotaping on osteoarthritis of knee in geriatric population,Effects of kinesiotaping on osteoarthritis of knee in geriatric population (researchgate.net),2,english,india,asia,south asia,lower-middle income,yes,unknown,unknown,yes,30,no,no,unknown,NA,NA,no,NA,no,NA,no,NA,no,NA,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,69.55,unclear,,,,,no,NA,,,NA,NA,no
N. Vamsidhar; R. S. K. Reddy; A. Thiruppathi; B. Ravindran; B. Sivakumar,2017,A study to find the effectiveness of proprioceptive training and strengthening exercises of osteoarthritis of knee,A Study to Find the Effectiveness of Proprioceptive Training and Strengthening Exercises of Osteoarthritis of Knee (researchgate.net),5,english,india,asia,south asia,lower-middle income,yes,yes,unknown,yes,30,no,no,unknown,NA,NA,yes,41.2,no,NA,no,NA,no,NA,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,67.3335,unclear,,,,,no,NA,,,NA,NA,no
S. V. Varma; A. Purohit,2020,Effect of Kinesio taping versus Mulligan’s mobilization with movement on pain and function in subjects with osteoarthritis of knee: a comparative study,,4,english,india,asia,south asia,lower-middle income,yes,yes,unknown,yes,36,no,yes,no,29,7,yes,54.583,no,NA,no,NA,no,NA,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,59.233,unclear,,,,,no,NA,,,NA,NA,yes
K. R. Vincent; H. K. Vincent,2020,Concentric and Eccentric Resistance Training Comparison on Physical Function and Functional Pain Outcomes in Knee Osteoarthritis: A Randomized Controlled Trial,10.1097/PHM.0000000000001450,7,english,united states of america,americas,north america,high income,yes,unknown,unknown,yes,53,no,no,unknown,36,17,yes,68.3,yes,167.088,yes,87.16,yes,30.4,yes,4,NA,no,NA,,,yes,no,race,3,white or africanamerican or other,87v8v5,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,no,,,,,no,NA,,,NA,NA,yes
B. Waller; M. Munukka; T. Rantalainen; E. Lammentausta; M. T. Nieminen; I. Kiviranta; H. Kautiainen; A. Häkkinen; U. M. Kujala; A. Heinonen,2017,Effects of high intensity resistance aquatic training on body composition and walking speed in women with mild knee osteoarthritis: a 4-month RCT with 12-month follow-up,10.1016/j.joca.2017.02.800,6,english,finland,europe ,north europe,high income,no,unknown,unknown,yes,87,no,no,unknown,87,0,yes,63.85,yes,161.649,yes,70.308,yes,26.852,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,personal characteristics,smokingdrinking,no,NA,no,,,,,yes,81.358,74.602,84.85,64.206,68.326,yes
C. Wang; C. H. Schmid; P. L. Hibberd; R. Kalish; R. Roubenoff; R. Rones; T. McAlindon,2009,Tai Chi is effective in treating knee osteoarthritis: a randomized controlled trial,10.1002/art.24832,7,english,united states of america,americas,north america,high income,yes,unknown,unknown,yes,40,no,yes,no,30,10,yes,65,no,NA,no,NA,yes,29.9,yes,3,NA,no,NA,,,yes,unknown,unknown,2,white or notwhite,70v30,no,no,NA,,,no,NA,,,no,yes,2,highschoolormore or nothighschoolormore,98v2,NA,no,,,,no,NA,,,NA,,,no,,yes,45,yes,8.592,4.528,30.692,,no,NA,,,NA,NA,yes
C. Wang; C. H. Schmid; M. D. Iversen; W. F. Harvey; R. A. Fielding; J. B. Driban; L. L. Price; J. B. Wong; K. F. Reid; R. Rones; T. McAlindon,2016,Comparative effectiveness of Tai Chi versus physical therapy for knee osteoarthritis: A randomized trial,10.7326/M15-2143,7,english,united states of america,americas,north america,high income,yes,unknown,unknown,yes,204,yes,no,yes,143,61,yes,60,no,NA,no,NA,yes,33,yes,3,NA,no,NA,,,yes,no,race,4,white or black or asian or other,53v36v3v9,no,no,NA,,,yes,4,fulltime or parttime or retired or other,18v12v29v41,no,yes,4,highschoolless or collegetradeschool or collegegraduate or graduateschool,17v37v21v25,NA,no,,,,yes,2,married or notmarried,31v69,2,livingalone or notlivingalone,52v48,no,,no,NA,yes,10.155,4.681,35.957,nr,no,NA,,,NA,NA,yes
T. J. Wang; S. C. Lee; S. Y. Liang; H. H. Tung; S. F. Wu; Y. P. Lin,2011,Comparing the efficacy of aquatic exercises and land-based exercises for patients with knee osteoarthritis,10.1111/j.1365-2702.2010.03675.x,7,english,taiwan,asia,east asia,high income,no,unknown,unknown,yes,78,yes,no,yes,67,11,yes,67.7,no,NA,no,NA,yes,26.2,yes,NA,1,no,NA,,,no,,,,,,no,no,NA,,,yes,4,employedparttime or homemaker or retired or other,3v41v54v3,no,yes,3,prischbelow or middletohighsch or collegeandabove,41v32v27,NA,yes,6,lessthan10000 or 10000to19999 or 20000to29999 or 30000to39999 or 40000to49999 or morethan50000to59999,53v18v13v6v4v6,yes,NA,,,3,livingalone or livingwithfamily or livingwithfriendsroommates,14v82v4,no,,no,NA,no,,,,,yes,64,62.666,72.666,60.333,67,yes
M. C. Weng; C. L. Lee; C. H. Chen; J. J. Hsu; W. D. Lee; M. H. Huang; T. W. Chen,2009,Effects of different stretching techniques on the outcomes of isokinetic exercise in patients with knee osteoarthritis,10.1016/s1607-551x(09)70521-2,8,english,taiwan,asia,east asia,high income,no,unknown,unknown,yes,132,no,no,unknown,106,26,yes,64,no,NA,no,NA,no,NA,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,47,no,,,,,no,NA,,,NA,NA,yes
M. Wortley; S. Zhang; M. Paquette; E. Byrd; L. Baumgartner; G. Klipple; J. Krusenklaus; L. Brown,2013,Effects of resistance and Tai Ji training on mobility and symptoms in knee osteoarthritis patients,https://doi.org/10.1016/j.jshs.2013.01.001,4,english,united states of america,americas,north america,high income,yes,unknown,unknown,yes,31,no,yes,no,22,9,yes,69.151,no,NA,no,NA,yes,32.1,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,yes,6.532903226,3.423225806,23.26709677,nr,no,NA,,,NA,NA,yes
F. B. Wyatt; S. Milam; R. C. Manske; R. Deere,2001,The effects of aquatic and traditional exercise programs on persons with knee osteoarthritis,,6,english,united states of america,americas,north america,high income,yes,unknown,unknown,yes,46,no,no,unknown,NA,NA,no,NA,no,NA,no,NA,no,NA,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,51,no,,,,,no,NA,,,NA,NA,no
C. M. Xiao; J. J. Li; Y. Kang; Y. C. Zhuang,2021,Follow-up of a Wuqinxi exercise at home programme to reduce pain and improve function for knee osteoarthritis in older people: a randomised controlled trial,10.1093/ageing/afaa179,5,english,china,asia,east asia,upper-middle income,no,unknown,unknown,yes,68,yes,no,yes,45,23,yes,70.95,yes,157.2,yes,69.1,yes,27.9,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,yes,7.5,nr,28.15,,no,NA,,,NA,NA,yes
P. Yennan; A. Suputtitada; P. Yuktanandana,2010,Effects of aquatic exercise and land-based exercise on postural sway in elderly with knee osteoarthritis,,5,english,thailand,asia,south-east asia,upper-middle income,no,unknown,unknown,yes,50,no,no,unknown,50,0,yes,66,yes,153.7,yes,56.85,yes,24.05,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,32.45,yes,4.896,1.856,15.568,22.368,yes,70.834,69.785,73.882,49.1,48.25,yes
Y. B. Yip; J. W. Sit; K. K. Y. Fung; D. Y. S. Wong; S. Y. C. Chong; L. H. Chung; T. P. Ng,2007,"Impact of an arthritis self-management programme with an added exercise component for osteoarthritic knee sufferers on improving pain, functional outcomes, and use of health care services: An experimental study",10.1016/j.pec.2006.06.019,5,english,"hong kong, sar",asia,east asia,high income,yes,unknown,unknown,yes,182,no,yes,no,153,29,yes,64.78,no,NA,no,NA,no,NA,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,yes,3,housewife or professionalandadministration or serviceproviderandnonprofessionalworkers,26v9v65,no,yes,2,form3andbelow or aboveform3,87v13,NA,no,,,,yes,2,marriedandlivingtogether or single,70v30,NA,,,time-dependent relationships,unplannedmedical,yes,47.457,no,,,,,no,NA,,,NA,NA,yes
Q. Zhu; L. Huang; X. Wu; L. Wang; Y. Zhang; M. Fang; Y. Liu; J. X. Li,2016,Effects of Tai Ji Quan training on gait kinematics in older Chinese women with knee osteoarthritis: A randomized controlled trial,https://doi.org/10.1016/j.jshs.2016.02.003,7,english,china,asia,east asia,upper-middle income,no,unknown,unknown,yes,46,no,no,unknown,46,0,yes,64.57,no,NA,no,NA,yes,25.14,yes,4,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,yes,3,primary or secondary or collegeuni,64v17v19,NA,no,,,,no,NA,,,NA,,,no,,no,NA,yes,9.055,4.165,25.035,,no,NA,,,NA,NA,yes
"Alghadir,A.H.; Anwer,S.; Sarkar,B.; Paul,A.K.; Anwar,D.",2019,"Effect of 6-week retro or forward walking program on pain, functional disability, quadriceps muscle strength, and performance in individuals with knee osteoarthritis: a randomized controlled trial (retro-walking trial)",10.1186/s12891-019-2537-9,8,english,saudi arabia,asia,west asia,high income,no,unknown,unknown,yes,68,no,yes,no,38,30,yes,55.6,yes,150,yes,62.8,yes,26.1,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,59,yes,nr,nr,nr,51.168,no,NA,,,NA,NA,yes
"Sedaghatnezhad,P.; Shams,M.; Karimi,N.; Rahnama,L.",2021,Uphill treadmill walking plus physical therapy versus physical therapy alone in the management of individuals with knee osteoarthritis: a randomized clinical trial,10.1080/09638288.2019.1703146,7,english,iran,asia,south asia,upper-middle income,no,unknown,unknown,yes,30,no,yes,no,25,5,yes,56.7,yes,161.07,yes,70.635,yes,27.125,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,40.835,no,,,,,no,NA,,,NA,NA,yes
"Shabbir,S.; Hashim,M.; Sajjad,R.; Kayani,M.S.; Syed,F.A.; Ibrahim,M.",2022,"Effects of retro-walking on pain, functional disability and performance in knee osteoarthritis",10.53350/pjmhs2216238,6,english,pakistan,asia,south asia,lower-middle income,yes,unknown,unknown,yes,36,no,yes,no,29,7,yes,53,no,NA,no,NA,no,NA,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,74.7,yes,nr,nr,nr,35.971,no,NA,,,NA,NA,yes
"Shen,P.; Li,L.; Song,Q.; Sun,W.; Zhang,C.; Fong,D.T.",2022,Proprioceptive neuromuscular facilitation improves symptoms among older adults with knee osteoarthritis during stair ascending: a randomized controlled trial,10.1097/PHM.0000000000001906,6,english,china,asia,east asia,upper-middle income,no,unknown,unknown,yes,27,yes,no,yes,19,8,yes,65.925,yes,161.051,yes,70.137,yes,26.914,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,63.259,no,,,,,no,NA,,,NA,NA,yes
"Vassao,P.G.; De Souza,A.C.; Da Silveira Campos,R.M.; Garcia,L.A.; Tucci,H.T.; Renno,A.C.",2021,Effects of photobiomodulation and a physical exercise program on the expression of inflammatory and cartilage degradation biomarkers and functional capacity in women with knee osteoarthritis: a randomized blinded study,10.1186/s42358-021-00220-5,6,english,brazil,americas,south america,upper-middle income,no,unknown,unknown,yes,36,no,no,unknown,NA,NA,yes,63.199,yes,160,yes,75.627,yes,29.45,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,yes,8.952,2.97,25.236,37.164,no,NA,,,NA,NA,no
"Xiao,Z.; Li,G.",2021,"The effect of Wuqinxi exercises on the balance function and subjective quality of life in elderly, female knee osteoarthritis patients",,5,english,china,asia,east asia,upper-middle income,no,unknown,unknown,yes,266,no,no,unknown,266,0,yes,69.99,yes,152.485,yes,79.217,yes,29.094,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,personal characteristics,smokingdrinking,no,NA,yes,19.64,2.525,nr,nr,no,NA,,,NA,NA,yes
"Ye,J.; Simpson,M.W.; Liu,Y.; Lin,W.; Zhong,W.; Cai,S.",2019,"The effects of Baduanjin Qigong on postural stability, proprioception, and symptoms of patients with knee osteoarthritis: a randomized controlled trial",10.3389/fmed.2019.00307,7,english,china,asia,east asia,upper-middle income,no,unknown,unknown,yes,50,no,yes,no,30,20,yes,63.78,yes,162.6,yes,64.4,yes,24.355,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,yes,7.16,4.24,19.96,30.59,no,NA,,,NA,NA,yes
"Oiestad BE, Aroen A, Rotterud JH, Osteras N, Jarstad E, Grotle M, Risberg MA",2023,The efficacy of strength or aerobic exercise on quality of life and knee function in patients with knee osteoarthritis. A multi-arm randomized controlled trial with 1-year follow-up,10.1186/s12891-023-06831-x,7,english,norway,europe ,north europe,high income,no,yes,unknown,yes,161,yes,no,no,82,79,yes,57.57,no,NA,no,NA,yes,28.9,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,yes,3,working or sickleaveretired or missing,81v12v7,no,yes,2,morethan4yearscollegeuniversity or notmorethan4yearscollegeuniversity,26v74,NA,no,,,,no,NA,,,NA,,,personal characteristics,smokingdrinking,yes,49.35,no,,,,,yes,54.66,59.35,63.66,28.34,35.68,yes
"Bennell,K.L.; Schwartz,S.; Teo,P.L.; Hawkins,S.; Mackenzie,D.; McManus,F.",2022,Effectiveness of an unsupervised online yoga program on pain and function in people with knee osteoarthritis a randomized clinical trial,10.7326/M22-1761,7,english,australia,oceania,australia and new zealand,high income,yes,yes,unknown,yes,212,no,yes,no,148,64,yes,62.3,yes,170,yes,87.048,yes,30.296,yes,11,NA,no,NA,,,no,,,,,,no,yes,4,australiaoceania or asia or europe or northamerica,70v5v22v2,yes,2,employed or notemployed,49v51,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,58,yes,7.95,3.399,24.757,,no,NA,,,NA,NA,yes
"Bhagat,P.; Jagtap,V.; Poovishnu Devi,T.",2017,Effect of circuit training in osteoarthritis of knee,10.22159/ajpcr.2017.v10i7.18322,4,english,india,asia,south asia,lower-middle income,yes,unknown,unknown,yes,30,yes,no,yes,12,18,yes,56.4,no,NA,no,NA,no,NA,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,58.6,yes,nr,nr,nr,57.7995,no,NA,,,NA,NA,yes
"De Almeida,A.C.; Aily,J.B.; Pedroso,M.G.; Goncalves,G.H.; De Carvalho Felinto,J.; Ferrari,R.J.",2020,A periodized training attenuates thigh intermuscular fat and improves muscle quality in patients with knee osteoarthritis: results from a randomized controlled trial,10.1007/s10067-019-04892-9,6,english,brazil,americas,south america,upper-middle income,no,unknown,unknown,yes,61,no,yes,yes,47,14,yes,54.872,yes,165.639,yes,72.405,yes,26.327,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,67.432,no,,,,,no,NA,,,NA,NA,yes
"De Matos Brunelli Braghin,R.; Libardi,E.C.; Junqueira,C.; Rodrigues,N.C.; Nogueira-Barbosa,M.H.; Renno,A.C.",2019,"The effect of low-level laser therapy and physical exercise on pain, stiffness, function, and spatiotemporal gait variables in subjects with bilateral knee osteoarthritis: a blind randomized clinical trial",10.1080/09638288.2018.1493160,6,english,brazil,americas,south america,upper-middle income,no,unknown,unknown,yes,60,no,yes,yes,47,13,yes,60.542,yes,160.75,yes,76.845,yes,29.722,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,unclear,,,,,no,NA,,,NA,NA,yes
"DeVita,P.; Aaboe,J.; Bartholdy,C.; Leonardis,J.M.; Bliddal,H.; Henriksen,M.",2018,Quadriceps-strengthening exercise and quadriceps and knee biomechanics during walking in knee osteoarthritis: a two-centre randomized controlled trial,10.1016/j.clinbiomech.2018.09.016,6,english,united states of america,americas,north america,high income,yes,unknown,unknown,yes,30,no,yes,no,18,12,yes,57.15,yes,173,yes,81.6,yes,27.15,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,yes,6.55,nr,20.3,30.2,no,NA,,,NA,NA,yes
"Dincer,U.; Ariba,S.; Saygin,H.; Incedayi,M.; Rodop,O.",2016,The effects of closed kinetic chain exercise on articular cartilage morphology: myth or reality? A randomized controlled clinical trial,10.5606/tftrd.2016.93899,7,english,turkiye,asia,west asia,upper-middle income,no,unknown,unknown,yes,30,yes,no,yes,24,6,yes,51.056,no,NA,no,NA,yes,28.56,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,60.4,yes,10.46,3.2,25.99,39.56,no,NA,,,NA,NA,yes
"Drummen,S.J.; Balogun,S.; Lahham,A.; Bennell,K.; Hinman,R.S.; Callisaya,M.",2023,A pilot randomized controlled trial evaluating outdoor community walking for knee osteoarthritis: walk,10.1007/s10067-022-06477-5,7,english,australia,oceania,australia and new zealand,high income,yes,unknown,unknown,yes,40,no,no,unknown,24,16,yes,66,no,NA,no,NA,yes,32.9,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,54.06,yes,9.877,4.392,36.274,nr,no,NA,,,NA,NA,yes
"Dwyer,L.; Parkin-Smith,G.F.; Brantingham,J.W.; Korporaal,C.; Cassa,T.K.; Globe,G.",2015,Manual and manipulative therapy in addition to rehabilitation for osteoarthritis of the knee: assessor-blind randomized pilot trial,10.1016/j.jmpt.2014.10.002,8,english,south africa,africa,south africa,upper-middle income,yes,unknown,unknown,yes,78,yes,no,yes,49,29,yes,62.2,yes,166.3,yes,82.9,yes,30,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,yes,3,notworking or nonmanualwork or manualwork,50v44v6,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,no,NA,yes,8.665,4.164,25.365,43.669,no,NA,,,NA,NA,yes
"Hsu,Y.I.; Chen,Y.C.; Lee,C.L.; Chang,N.J.",2021,Effects of diet control and telemedicine-based resistance exercise intervention on patients with obesity and knee osteoarthritis: a randomized control trial,10.3390/ijerph18157744,7,english,taiwan,asia,east asia,high income,no,unknown,unknown,yes,63,no,yes,no,40,23,yes,65.266,yes,159.34,yes,78.3,yes,30.913,no,NA,NA,no,NA,,,no,,,,,,no,no,NA,,,no,NA,,,no,no,,,,NA,no,,,,no,NA,,,NA,,,no,,yes,63.33,yes,6.653,2.366,25.54,34.556,no,NA,,,NA,NA,yes
